1,1,2505.051088,2037.593071,-750,30000
2,2,2505.051088,2037.593071,-740,30000
3,3,2505.051088,2037.593071,-730,30000
4,4,2505.051088,2037.593071,-720,30000
5,5,2505.051088,2037.593071,-710,30000
6,6,2505.051088,2037.593071,-700,30000
7,7,2505.051088,2037.593071,-690,30000
8,8,2505.051088,2037.593071,-680,30000
9,9,2505.051088,2037.593071,-670,30000
10,10,2505.051088,2037.593071,-660,30000
11,11,2505.051088,2037.593071,-650,30000
12,12,2505.051088,2037.593071,-640,30000
13,13,2505.051088,2037.593071,-630,30000
14,14,2505.051088,2037.593071,-620,30000
15,15,2505.051088,2037.593071,-610,30000
16,16,2505.051088,2037.593071,-600,30000
17,17,2505.051088,2037.593071,-590,30000
18,18,2505.051088,2037.593071,-580,30000
19,19,2505.051088,2037.593071,-570,30000
20,20,2505.051088,2037.593071,-560,30000
21,21,2505.051088,2037.593071,-550,30000
22,22,2505.051088,2037.593071,-540,30000
23,23,2505.051088,2037.593071,-530,30000
24,24,2505.051088,2037.593071,-520,30000
25,25,2505.051088,2037.593071,-510,30000
26,26,2505.051088,2037.593071,-500,30000
27,27,2505.051088,2037.593071,-490,30000
28,28,2505.051088,2037.593071,-480,30000
29,29,2505.051088,2037.593071,-470,30000
30,30,2505.051088,2037.593071,-460,30000
31,31,2505.051088,2037.593071,-450,30000
32,32,2505.051088,2037.593071,-440,30000
33,33,2505.051088,2037.593071,-430,30000
34,34,2505.051088,2037.593071,-420,30000
35,35,2505.051088,2037.593071,-410,30000
36,36,2505.051088,2037.593071,-400,30000
37,37,2505.051088,2037.593071,-390,30000
38,38,2505.051088,2037.593071,-380,30000
39,39,2505.051088,2037.593071,-370,30000
40,40,2505.051088,2037.593071,-360,30000
41,41,2505.051088,2037.593071,-350,30000
42,42,2505.051088,2037.593071,-340,30000
43,43,2505.051088,2037.593071,-330,30000
44,44,2505.051088,2037.593071,-320,30000
45,45,2505.051088,2037.593071,-310,30000
46,46,2505.051088,2037.593071,-300,30000
47,47,2505.051088,2037.593071,-290,30000
48,48,2505.051088,2037.593071,-280,30000
49,49,2505.051088,2037.593071,-270,30000
50,50,2505.051088,2037.593071,-260,30000
51,51,2505.051088,2037.593071,-250,30000
52,52,2505.051088,2037.593071,-240,30000
53,53,2505.051088,2037.593071,-230,30000
54,54,2505.051088,2037.593071,-220,30000
55,55,2505.051088,2037.593071,-210,30000
56,56,2505.051088,2037.593071,-200,30000
57,57,2505.051088,2037.593071,-190,30000
58,58,2505.051088,2037.593071,-180,30000
59,59,2505.051088,2037.593071,-170,30000
60,60,2505.051088,2037.593071,-160,30000
61,61,2505.051088,2037.593071,-150,30000
62,62,2505.051088,2037.593071,-140,30000
63,63,2505.051088,2037.593071,-130,30000
64,64,2505.051088,2037.593071,-120,30000
65,65,2505.051088,2037.593071,-110,30000
66,66,2505.051088,2037.593071,-100,30000
67,67,2505.051088,2037.593071,-90,30000
68,68,2505.051088,2037.593071,-80,30000
69,69,2505.051088,2037.593071,-70,30000
70,70,2505.051088,2037.593071,-60,30000
71,71,2505.051088,2037.593071,-50,30000
72,72,2505.051088,2037.593071,-40,30000
73,73,2505.051088,2037.593071,-30,30000
74,74,2505.051088,2037.593071,-20,30000
75,75,2505.051088,2037.593071,-10,30000
76,76,2505.051088,2037.593071,0,30000
77,77,2505.051088,2037.593071,10,30000
78,78,2505.051088,2037.593071,20,30000
79,79,2505.051088,2037.593071,30,30000
80,80,2505.051088,2037.593071,40,30000
81,81,2505.051088,2037.593071,50,30000
82,82,2505.051088,2037.593071,60,30000
83,83,2505.051088,2037.593071,70,30000
84,84,2505.051088,2037.593071,80,30000
85,85,2505.051088,2037.593071,90,30000
86,86,2505.051088,2037.593071,100,30000
87,87,2505.051088,2037.593071,110,30000
88,88,2505.051088,2037.593071,120,30000
89,89,2505.051088,2037.593071,130,30000
90,90,2505.051088,2037.593071,140,30000
91,91,2505.051088,2037.593071,150,30000
92,92,2505.051088,2037.593071,160,30000
93,93,2505.051088,2037.593071,170,30000
94,94,2505.051088,2037.593071,180,30000
95,95,2505.051088,2037.593071,190,30000
96,96,2505.051088,2037.593071,200,30000
97,97,2505.051088,2037.593071,210,30000
98,98,2505.051088,2037.593071,220,30000
99,99,2505.051088,2037.593071,230,30000
100,100,2505.051088,2037.593071,240,30000
101,101,2505.051088,2037.593071,250,30000
102,102,2505.051088,2037.593071,260,30000
103,103,2505.051088,2037.593071,270,30000
104,104,2505.051088,2037.593071,280,30000
105,105,2505.051088,2037.593071,290,30000
106,106,2505.051088,2037.593071,300,30000
107,107,2505.051088,2037.593071,310,30000
108,108,2505.051088,2037.593071,320,30000
109,109,2505.051088,2037.593071,330,30000
110,110,2505.051088,2037.593071,340,30000
111,111,2505.051088,2037.593071,350,30000
112,112,2505.051088,2037.593071,360,30000
113,113,2505.051088,2037.593071,370,30000
114,114,2505.051088,2037.593071,380,30000
115,115,2505.051088,2037.593071,390,30000
116,116,2505.051088,2037.593071,400,30000
117,117,2505.051088,2037.593071,410,30000
118,118,2505.051088,2037.593071,420,30000
119,119,2505.051088,2037.593071,430,30000
120,120,2505.051088,2037.593071,440,30000
121,121,2505.051088,2037.593071,450,30000
122,122,2505.051088,2037.593071,460,30000
123,123,2505.051088,2037.593071,470,30000
124,124,2505.051088,2037.593071,480,30000
125,125,2505.051088,2037.593071,490,30000
126,126,2505.051088,2037.593071,500,30000
127,127,2505.051088,2037.593071,510,30000
128,128,2505.051088,2037.593071,520,30000
